"Start Time","End Time","Activity ID","Activity Name","Description","Location Name","Time Zone","Offset","Duration (h:m:s)","Elapsed Duration (h:m:s)","Moving Duration (h:m:s)","Activity Parent","Activity Type","Event Type","Device","Gear","Privacy","File Format","Distance (km)","Average Speed (km/h)","Average Speed (km/h or min/km)","Average Moving Speed (km/h)","Average Moving Speed (km/h or min/km)","Max. Speed (km/h)","Max. Speed (km/h or min/km)","Elevation Gain (m)","Elevation Loss (m)","Elevation Min. (m)","Elevation Max. (m)","Elevation Corrected","Begin Latitude (Â°DD)","Begin Longitude (Â°DD)","End Latitude (Â°DD)","End Longitude (Â°DD)","Max. Heart Rate (bpm)","Average Heart Rate (bpm)","Calories","VO2max","Aerobic Training Effect","Anaerobic Training Effect","Avg. Run Cadence","Max. Run Cadence","Stride Length","Steps","Avg. Cadence (rpm)","Max. Cadence (rpm)","Strokes","Avg. Temp (Â°C)","Min. Temp (Â°C)","Max. Temp (Â°C)"
"2020-10-17T17:23:38+02:00","2020-10-17T17:58:18+02:00","5722741241","Linselles Course","","Linselles","Europe/Paris","+02:00","00:34:31","00:34:40","00:34:23","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","6.45163","11.214000034332278","05:21","11.256955086010334","05:20","12.463199615478516","04:49","29.69","17.97","21.43","46.04","true","50.742345","3.061646","50.743499","3.061437","182","169","506","49.0","3.9","0.2","152.2","159.0","122.85","5244","","","","","",""
"2020-10-14T17:24:39+02:00","2020-10-14T17:49:30+02:00","5722739911","Linselles Course","","Linselles","Europe/Paris","+02:00","00:24:51","00:24:51","00:24:50","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","4.60708","11.127600288391113","05:24","11.13022905847354","05:23","12.394800281524658","04:50","25.62","24.74","20.0","45.86","true","50.737314","3.072073","50.736016","3.059580","183","172","373","50.0","3.5","","153.17","158.0","121.09","3790","","","","","",""
"2020-10-11T16:06:03+02:00","2020-10-11T16:40:54+02:00","5722738749","Linselles Course","","Linselles","Europe/Paris","+02:00","00:34:51","00:34:51","00:34:46","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","6.46757","11.13479976654053","05:23","11.159512472090817","05:23","12.798000240325928","04:41","31.9","32.79","20.0","45.92","true","50.737293","3.071970","50.735962","3.059521","176","164","498","50.0","3.6","","154.05","161.0","120.47","5346","","","","","",""
"2020-10-10T15:49:28+02:00","2020-10-10T16:08:15+02:00","5722737205","Linselles Course","","Linselles","Europe/Paris","+02:00","00:18:35","00:18:47","00:18:34","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","3.48967","11.264399814605715","05:20","11.272575216547422","05:19","11.923200130462646","05:02","12.63","1.19","16.04","32.07","true","50.735505","3.051230","50.738763","3.047226","178","171","279","50.0","3.1","","154.31","161.0","121.65","2864","","","","","",""
"2020-10-04T16:47:48+02:00","2020-10-04T17:36:12+02:00","5631565550","Linselles Course","","Linselles","Europe/Paris","+02:00","00:48:24","00:48:24","00:48:21","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","8.85587","10.979999828338626","05:28","10.991318396125399","05:28","14.076000308990478","04:16","57.33","54.71","20.66","45.99","true","50.737358","3.071998","50.742656","3.062682","178","163","686","50.0","3.9","","153.72","165.0","119.03","7408","","","","","",""
"2020-10-03T17:19:26+02:00","2020-10-03T17:57:56+02:00","5627382763","Linselles Course","","Linselles","Europe/Paris","+02:00","00:38:30","00:38:30","00:38:28","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","7.20876","11.231999588012696","05:21","11.24297271487889","05:20","13.906799697875977","04:19","33.51","30.82","16.01","46.1","true","50.737268","3.071851","50.735984","3.059355","182","167","561","50.0","3.8","","154.17","163.0","121.41","5912","","","","","",""
"2020-10-01T17:13:05+02:00","2020-10-01T17:36:54+02:00","5627381063","Linselles Course","","Linselles","Europe/Paris","+02:00","00:23:49","00:23:49","00:23:45","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","4.72805","11.912400054931643","05:02","11.948286599863303","05:01","13.874400329589845","04:19","6.04","16.02","16.0","32.16","true","50.737322","3.071999","50.735908","3.059539","180","163","335","50.0","3.2","","155.64","163.0","127.57","3726","","","","","",""
"2020-09-29T17:22:46+02:00","2020-09-29T18:23:38+02:00","5627379175","Linselles Course","","Linselles","Europe/Paris","+02:00","01:00:52","01:00:52","01:00:49","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","10.69342","10.540799903869628","05:42","10.548642740456037","05:41","12.2939998626709","04:53","48.24","51.35","15.54","57.84","true","50.737298","3.071786","50.735929","3.059404","180","166","870","50.0","4.3","","153.41","160.0","114.53","9284","","","","","",""
"2020-09-27T16:48:56+02:00","2020-09-27T17:37:53+02:00","5599470365","Linselles Course","","Linselles","Europe/Paris","+02:00","00:48:57","00:48:57","00:48:55","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","8.88536","10.890000343322754","05:31","10.899849424060916","05:30","13.031999588012695","04:36","57.03","55.47","20.65","46.21","true","50.737376","3.072030","50.742613","3.062626","179","166","705","50.0","4.0","","154.16","163.0","117.72","7516","","","","","",""
"2020-09-26T18:41:57+02:00","2020-09-26T19:06:33+02:00","5594867908","Linselles Course","","Linselles","Europe/Paris","+02:00","00:24:36","00:24:36","00:24:35","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","5.00773","12.218400192260743","04:55","12.223134476286608","04:55","14.040000343322754","04:16","5.7","16.18","15.55","32.24","true","50.737314","3.072023","50.735943","3.059551","185","169","359","50.0","3.3","0.1","158.47","167.0","128.48","3888","","","","","",""
"2020-09-24T17:14:22+02:00","2020-09-24T18:02:56+02:00","5585683827","Linselles Course","","Linselles","Europe/Paris","+02:00","00:48:34","00:48:34","00:48:31","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","8.87534","10.962000274658203","05:28","10.976071461429955","05:28","13.031999588012695","04:36","58.13","55.05","20.75","45.63","true","50.737228","3.072068","50.742574","3.062699","178","165","694","49.0","3.9","","153.33","165.0","119.36","7430","","","","","",""
"2020-09-22T17:05:29+02:00","2020-09-22T17:40:23+02:00","5575882843","Linselles Course","","Linselles","Europe/Paris","+02:00","00:34:40","00:34:54","00:34:34","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","6.31416","10.929600048065188","05:29","10.959567868092146","05:28","12.765600013732913","04:42","39.02","39.79","23.14","48.7","true","50.737195","3.071971","50.730059","3.080433","176","161","485","50.0","3.5","","152.66","161.0","119.3","5264","","","","","",""
"2020-09-21T17:57:02+02:00","2020-09-21T18:34:04+02:00","5571220317","Linselles Course","","Linselles","Europe/Paris","+02:00","00:37:02","00:37:02","00:37:00","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","6.65185","10.778399848937989","05:34","10.785137074752308","05:34","12.394800281524658","04:50","23.74","28.16","16.02","35.82","true","50.737313","3.071966","50.735952","3.059458","175","162","519","49.0","3.6","","153.02","163.0","117.4","5638","","","","","",""
"2020-09-20T10:05:16+02:00","2020-09-20T12:07:17+02:00","5564314245","Linselles Cyclisme","","Linselles","Europe/Paris","+02:00","02:02:01","02:02:01","02:01:57","Any Activity Type","Cycling","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","59.60802","29.314798736572268","29.3","29.328589454067618","29.3","53.74439964294434","53.7","550.08","547.09","18.42","57.97","true","50.737448","3.072041","50.764607","3.053637","174","156","1405","","4.0","1.6","","","","","","","","","",""
"2020-09-19T15:52:46+02:00","2020-09-19T16:31:53+02:00","5560444461","Linselles Course","","Linselles","Europe/Paris","+02:00","00:39:07","00:39:07","00:39:05","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","6.71559","10.299600219726562","05:50","10.309269515023516","05:49","13.10039978027344","04:35","33.76","34.07","16.04","46.43","true","50.737279","3.072049","50.735915","3.059583","177","163","552","49.0","3.6","","150.59","157.0","114.03","5862","","","","","",""
"2020-09-17T17:01:36+02:00","2020-09-17T17:41:02+02:00","5551098268","Linselles Course","","Linselles","Europe/Paris","+02:00","00:39:26","00:39:26","00:39:24","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","6.71549","10.216800212860107","05:52","10.225895095591335","05:52","12.729600048065185","04:43","35.14","34.84","16.0","46.02","true","50.737487","3.072042","50.736053","3.059643","176","162","550","50.0","3.6","","149.38","161.0","114.01","5880","","","","","",""
"2020-09-16T17:47:29+02:00","2020-09-16T19:04:27+02:00","5546686037","Linselles Cyclisme","","Linselles","Europe/Paris","+02:00","01:16:58","01:16:58","01:16:56","Any Activity Type","Cycling","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","38.42486","29.955600357055665","30.0","29.9642272180396","30.0","50.55480079650879","50.6","200.79","178.56","18.41","48.67","true","50.723305","3.068695","50.722969","3.067994","175","160","996","","3.9","1.5","","","","","","","","","",""
"2020-09-13T10:31:33+02:00","2020-09-13T11:54:54+02:00","5529403412","Wervicq-Sud Cyclisme","","Wervicq-Sud","Europe/Paris","+02:00","01:23:21","01:23:21","01:23:19","Any Activity Type","Cycling","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","37.38331","26.909999656677247","26.9","26.92184570765523","26.9","52.06680107116699","52.1","456.34","454.75","19.01","58.0","true","50.756623","3.049415","50.764864","3.047601","178","152","942","","3.5","2.1","","","","","","","","","",""
"2020-09-12T16:39:08+02:00","2020-09-12T17:06:32+02:00","5526124542","Linselles Course","","Linselles","Europe/Paris","+02:00","00:27:24","00:27:24","00:27:21","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","5.13281","11.235600185394288","05:20","11.257273404696779","05:20","12.160800075531006","04:56","10.46","14.48","16.01","32.24","true","50.737320","3.072033","50.735987","3.059605","179","167","399","50.0","3.4","","153.61","159.0","121.94","4206","","","","","",""
"2020-09-11T17:05:23+02:00","2020-09-11T17:36:34+02:00","5526122405","Linselles Course","","Linselles","Europe/Paris","+02:00","00:31:11","00:31:11","00:31:08","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","5.59729","10.771200370788575","05:34","10.785330734138068","05:34","12.798000240325928","04:41","29.35","28.69","20.59","46.21","true","50.737796","3.072161","50.742650","3.062046","181","165","448","50.0","3.5","","149.7","161.0","119.9","4654","","","","","",""
"2020-09-09T18:09:59+02:00","2020-09-09T19:14:12+02:00","5526119984","Linselles Cyclisme","","Linselles","Europe/Paris","+02:00","01:04:13","01:04:13","01:04:10","Any Activity Type","Cycling","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","30.16586","28.184399986267092","28.2","28.203506584220595","28.2","50.72039909362794","50.7","322.95","317.9","19.02","57.97","true","50.737325","3.071869","50.764636","3.053669","181","150","772","","3.5","1.4","","","","","","","","","",""
"2020-09-08T17:46:04+02:00","2020-09-08T18:26:07+02:00","5526115251","Linselles Course","","Linselles","Europe/Paris","+02:00","00:40:03","00:40:03","00:39:51","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","7.23274","10.832400226593018","05:32","10.889678986355381","05:31","15.01560001373291","04:00","28.99","24.6","16.72","48.74","true","50.737285","3.071953","50.735897","3.059527","181","165","567","50.0","3.7","0.9","150.62","207.0","120.06","6024","","","","","",""
"2020-09-06T10:11:16+02:00","2020-09-06T11:15:39+02:00","5526112154","Linselles Cyclisme","","Linselles","Europe/Paris","+02:00","01:04:23","01:04:23","01:04:13","Any Activity Type","Cycling","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","30.19253","28.13759994506836","28.1","28.20664784563374","28.2","53.13959884643555","53.1","334.06","333.91","19.01","57.97","true","50.737265","3.072044","50.764691","3.053648","176","157","814","","3.6","2.1","","","","","","","","","",""
"2020-09-05T16:23:01+02:00","2020-09-05T17:01:26+02:00","5526107594","Linselles Course","","Linselles","Europe/Paris","+02:00","00:38:25","00:38:25","00:38:19","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","6.65923","10.400399780273437","05:46","10.426098325206144","05:45","13.370399951934814","04:29","27.41","22.99","17.02","48.84","true","50.737334","3.071999","50.735959","3.059562","175","160","535","50.0","3.6","","148.73","159.0","116.5","5694","","","","","",""
"2020-09-04T17:27:23+02:00","2020-09-04T18:36:54+02:00","5486701865","Linselles Cyclisme","","Linselles","Europe/Paris","+02:00","01:09:31","01:09:31","01:08:54","Any Activity Type","Cycling","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","28.90655","24.947999382019045","24.9","25.17099954738852","25.2","46.9259994506836","46.9","157.62","145.43","18.47","48.77","true","50.737665","3.058936","50.724241","3.070300","180","139","660","","3.0","0.8","","","","","","","","","",""
"2020-09-03T15:44:36+02:00","2020-09-03T16:12:37+02:00","5481281896","Linselles Course","","Linselles","Europe/Paris","+02:00","00:28:01","00:28:01","00:28:00","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","4.94512","10.58759994506836","05:40","10.59884365337596","05:40","12.124800109863282","04:57","15.07","15.22","16.0","32.29","true","50.737260","3.069335","50.735805","3.056825","177","166","400","50.0","3.4","","149.34","159.0","118.01","4176","","","","","",""
"2020-09-02T17:32:26+02:00","2020-09-02T18:24:22+02:00","5477050313","Linselles Course","","Linselles","Europe/Paris","+02:00","00:51:56","00:51:56","00:51:49","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","8.86241","10.23840036392212","05:52","10.260493557785372","05:51","12.765600013732913","04:42","56.09","55.47","20.7","46.12","true","50.737317","3.072041","50.742577","3.062734","188","172","773","50.0","4.7","0.2","148.69","161.0","114.77","7716","","","","","",""
"2020-09-01T17:21:46+02:00","2020-09-01T18:38:19+02:00","5472089767","Wervicq-Sud Cyclisme","","Wervicq-Sud","Europe/Paris","+02:00","01:16:17","01:16:33","01:13:58","Any Activity Type","Cycling","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","29.38536","23.112000274658204","23.1","23.837628155071176","23.8","52.60320167541504","52.6","312.62","299.26","19.02","57.98","true","50.748432","3.056989","50.762613","3.047988","188","152","899","","3.6","2.1","","","","","","","","","",""
"2020-08-30T17:36:49+02:00","2020-08-30T18:25:38+02:00","5462569946","Linselles Course","","Linselles","Europe/Paris","+02:00","00:48:49","00:48:49","00:48:48","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","8.88679","10.922399711608888","05:30","10.927907542337875","05:29","12.898799800872803","04:39","60.63","61.76","20.64","46.17","true","50.737284","3.072041","50.742591","3.062881","184","171","735","50.0","4.4","","152.75","161.0","119.18","7416","","","","","",""
"2020-08-29T17:13:25+02:00","2020-08-29T17:39:33+02:00","5459167737","Linselles Course","","Linselles","Europe/Paris","+02:00","00:25:38","00:26:08","00:25:30","Any Activity Type","Running","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","5.01669","11.743200302124023","05:07","11.802271496139726","05:05","14.007600116729739","04:17","5.29","14.8","15.58","32.52","true","50.737342","3.072180","50.736051","3.060197","191","170","386","51.0","3.6","","154.64","165.0","126.64","3974","","","","","",""
"2020-08-21T17:29:12+02:00","2020-08-21T18:43:59+02:00","5419572980","Wervicq-Sud Cyclisme","","Wervicq-Sud","Europe/Paris","+02:00","01:14:47","01:14:47","01:14:18","Any Activity Type","Cycling","Uncategorized","Forerunner 245 5.0.0.0","","private","fit","31.39256","25.185599327087402","25.2","25.351644109362017","25.4","54.180000686645506","54.2","368.13","346.83","19.0","58.0","true","50.746788","3.058390","50.760744","3.047916","171","143","730","","3.3","1.2","","","","","","","","","",""
"2020-08-20T18:33:48+02:00","2020-08-20T19:27:06+02:00","5415046934","Linselles Course","","Linselles","Europe/Paris","+02:00","00:53:08","00:53:18","00:53:01","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","8.86850","10.015200233459472","05:59","10.037923711475623","05:59","11.858399677276614","05:04","57.59","55.0","20.65","46.04","true","50.737401","3.071975","50.742645","3.062635","180","167","771","50.0","4.3","0.1","148.36","158.0","112.49","7852","","","","","",""
"2020-08-18T17:36:24+02:00","2020-08-18T18:31:26+02:00","5404657907","Linselles Course","","Linselles","Europe/Paris","+02:00","00:55:02","00:55:02","00:54:47","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","10.01476","10.91879997253418","05:30","10.96934922035424","05:28","12.866399574279788","04:40","39.16","50.27","15.53","57.99","true","50.737323","3.072050","50.735976","3.059627","181","165","792","51.0","4.4","","151.78","163.0","119.65","8336","","","","","",""
"2020-08-17T18:24:33+02:00","2020-08-17T18:50:41+02:00","5399724854","Linselles - J1- S2","","Linselles","Europe/Paris","+02:00","00:24:52","00:26:08","00:24:49","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","4.59543","11.091600322723389","05:25","11.111591621660523","05:24","13.503599739074707","04:27","25.24","25.74","20.0","46.08","true","50.737358","3.072019","50.736016","3.059651","181","165","359","50.0","3.4","","152.58","161.0","121.08","3764","","","","","",""
"2020-08-16T09:56:52+02:00","2020-08-16T10:59:12+02:00","5396014132","Linselles Cyclisme","","Linselles","Europe/Paris","+02:00","01:02:20","01:02:20","01:02:15","Any Activity Type","Cycling","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","30.19163","29.06279983520508","29.1","29.100631704597593","29.1","55.38959884643555","55.4","332.61","321.64","19.0","57.98","true","50.737307","3.072002","50.764740","3.053650","190","165","884","","4.5","3.2","","","","","","","","","",""
"2020-08-15T16:27:42+02:00","2020-08-15T17:52:50+02:00","5396011353","Linselles Cyclisme","","Linselles","Europe/Paris","+02:00","01:25:08","01:25:08","01:22:23","Any Activity Type","Cycling","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","29.94895","21.106799697875974","21.1","21.811091399682113","21.8","50.15159912109376","50.2","352.57","351.96","19.01","58.0","true","50.741444","3.061014","50.758006","3.051172","178","136","719","","3.1","2.0","","","","","","","","","",""
"2020-08-05T16:40:28+02:00","2020-08-05T17:32:13+02:00","5339873622","Linselles Course","","Linselles","Europe/Paris","+02:00","00:51:45","00:51:45","00:51:37","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","8.88515","10.30319995880127","05:49","10.328517675814036","05:49","13.031999588012695","04:36","63.52","63.7","20.73","45.91","true","50.737364","3.072037","50.742589","3.062580","185","170","768","51.0","4.2","0.2","150.55","157.0","114.04","7758","","","","","",""
"2020-08-04T10:28:26+02:00","2020-08-04T11:54:45+02:00","5339870410","Linselles Course","","Linselles","Europe/Paris","+02:00","01:26:19","01:26:19","01:26:15","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","13.96028","9.705600357055664","06:11","9.71088754545705","06:11","11.015999794006348","05:27","42.81","44.91","15.59","43.39","true","50.737278","3.071753","50.735927","3.059328","181","166","1231","51.0","4.5","","150.47","158.0","107.51","12926","","","","","",""
"2020-08-03T08:53:56+02:00","2020-08-03T10:48:22+02:00","5339865355","Linselles Cyclisme","","Linselles","Europe/Paris","+02:00","01:54:26","01:54:26","01:53:56","Any Activity Type","Cycling","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","58.71289","30.783598709106446","30.8","30.92180120943564","30.9","47.800799560546885","47.8","135.09","129.17","14.11","57.89","true","50.737900","3.071877","50.717785","3.014059","205","163","1536","","4.9","3.3","","","","","","","","","",""
"2020-07-22T17:45:43+02:00","2020-07-22T18:48:53+02:00","5276518731","Linselles Cyclisme","","Linselles","Europe/Paris","+02:00","01:03:10","01:03:10","01:03:08","Any Activity Type","Cycling","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","30.18963","28.677600288391115","28.7","28.688270081687268","28.7","54.31680107116699","54.3","334.8","329.37","19.01","57.99","true","50.737544","3.071846","50.764461","3.053587","186","158","842","","3.6","2.5","","","","","","","","","",""
"2020-07-20T17:39:27+02:00","2020-07-20T18:48:01+02:00","5266112795","Linselles - J2","","Linselles","Europe/Paris","+02:00","01:08:34","01:08:34","01:08:26","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","10.93345","9.56879997253418","06:16","9.586933464356113","06:16","12.059999656677247","04:59","52.76","49.65","20.7","48.7","true","50.737323","3.072030","50.742566","3.062676","166","156","900","51.0","3.4","","144.94","156.0","110.02","9912","","","","","",""
"2020-07-19T10:41:43+02:00","2020-07-19T11:48:11+02:00","5259203875","Linselles Cyclisme","","Linselles","Europe/Paris","+02:00","01:06:28","01:06:28","01:06:27","Any Activity Type","Cycling","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","30.22689","27.28439998626709","27.3","27.29515567903981","27.3","50.99039840698242","51.0","323.43","318.14","19.02","57.95","true","50.737221","3.071936","50.764735","3.053650","205","160","901","","3.7","2.8","","","","","","","","","",""
"2020-07-18T17:37:08+02:00","2020-07-18T18:29:16+02:00","5256094784","Linselles - J1","","Linselles","Europe/Paris","+02:00","00:52:08","00:52:08","00:43:31","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","6.23828","7.178399848937988","08:22","8.601396343805852","06:59","17.06399917602539","03:31","28.68","27.28","22.95","35.85","true","50.737293","3.072077","50.744081","3.069189","189","156","624","51.0","3.4","2.2","112.72","207.0","104.27","6190","","","","","",""
"2020-07-17T17:45:02+02:00","2020-07-17T18:35:15+02:00","5251045761","Linselles Course","","Linselles","Europe/Paris","+02:00","00:50:13","00:50:13","00:50:11","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","8.14753","9.734399986267091","06:10","9.742061677340965","06:10","12.26159963607788","04:54","50.01","50.58","20.72","45.96","true","50.737254","3.072029","50.742590","3.062748","183","165","723","51.0","3.8","","142.75","207.0","113.45","7192","","","","","",""
"2020-07-16T17:49:06+02:00","2020-07-16T18:26:49+02:00","5246271791","Linselles Course","","Linselles","Europe/Paris","+02:00","00:37:42","00:37:43","00:37:31","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","6.75763","10.75319995880127","05:35","10.806300462052103","05:33","13.83840036392212","04:20","31.1","31.16","16.02","45.93","true","50.737339","3.071846","50.735944","3.059547","182","164","548","51.0","3.6","","150.31","161.0","119.15","5640","","","","","",""
"2020-07-14T17:49:45+02:00","2020-07-14T18:16:40+02:00","5236353036","Linselles Course","","Linselles","Europe/Paris","+02:00","00:26:55","00:26:55","00:26:50","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","5.11598","11.401200199127198","05:16","11.43914556529401","05:15","12.427199649810794","04:50","10.4","14.32","16.04","32.09","true","50.737285","3.071916","50.735962","3.059504","183","168","412","52.0","3.8","","152.58","159.0","124.55","4084","","","","","",""
"2020-07-13T19:07:11+02:00","2020-07-13T19:47:41+02:00","5231789651","Linselles Course","","Linselles","Europe/Paris","+02:00","00:40:30","00:40:30","00:40:29","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","6.73002","9.968400192260743","06:01","9.974089977657641","06:01","12.124800109863282","04:57","31.84","29.25","16.02","46.03","true","50.737306","3.071932","50.735929","3.059550","173","150","524","52.0","3.3","","145.34","155.0","114.3","5880","","","","","",""
"2020-07-12T09:57:21+02:00","2020-07-12T11:04:51+02:00","5224223023","Linselles Cyclisme","","Linselles","Europe/Paris","+02:00","01:07:30","01:07:30","01:07:20","Any Activity Type","Cycling","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","30.22630","26.863199615478518","26.9","26.93554741844193","26.9","53.51040115356445","53.5","316.27","313.46","19.0","57.99","true","50.737239","3.072046","50.764822","3.053688","196","164","955","","4.5","3.1","","","","","","","","","",""
"2020-07-10T18:07:28+02:00","2020-07-10T18:34:03+02:00","5216536375","Linselles Course","","Linselles","Europe/Paris","+02:00","00:26:35","00:26:35","00:26:31","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","5.01379","11.311199855804444","05:18","11.346075991178775","05:17","11.89079990386963","05:03","11.16","14.43","16.01","32.16","true","50.737297","3.071964","50.735950","3.059531","190","173","423","52.0","4.0","","152.28","159.0","123.83","4030","","","","","",""
"2020-07-09T17:11:49+02:00","2020-07-09T17:41:26+02:00","5211545938","Linselles Course","","Linselles","Europe/Paris","+02:00","00:29:37","00:29:37","00:29:29","Any Activity Type","Running","Uncategorized","Forerunner 245 4.40.0.0","","private","fit","5.07276","10.278000068664552","05:50","10.321606177435688","05:49","12.092399883270266","04:58","10.84","11.23","16.01","32.01","true","50.737291","3.069559","50.735921","3.058634","188","176","483","52.0","4.2","0.1","147.83","158.0","115.85","4362","","","","","",""
